,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listado de establecimientos educativos y sus ofertas activas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Padrón Oficial de Establecimientos Educativos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fecha de actualización: 04/2022.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Establecimiento - Localización,,,,,,,,,,,,,Modalidad,,,,,,,Común,,,,,,,Artística,,,Especial,,,,,Adultos,,,,,Hospitalaria,,,Servicios complementarios
Jurisdicción,Cueanexo,Nombre,Sector,Ámbito,Domicilio,C. P.,Código de área,Teléfono,Código de localidad,Localidad,Departamento,Mail,Común,Especial,Adultos,Artística,Hospitalaria,Intercultural,Encierro,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET,Secundario,SNU,Talleres,Nivel inicial - Educación temprana,Nivel inicial - Jardín de infantes,Primario,Secundario,Integración a la modalidad común/ adultos,Primario,Secundario,Alfabetización,Formación Profesional,Formación Profesional - INET,Inicial,Primario,Secundario,
Buenos Aires,060421100,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº3,Estatal,Urbano,EL TORDO E/ ZORZAL Y GOLONDRINA 459  SAN JOSE,1834,11,4269-9992,06490007,TEMPERLEY,LOMAS DE ZAMORA,mt0620003@abc.gov.ar; tecnica00@yahoo.com.ar,1, , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , 
Buenos Aires,060421300,ESCUELA DE DANZAS TRADICIONALES MARIO CASTOR LOPEZ,Estatal,Urbano,HIPOLITO YRIGOYEN 10335,1834,11,4298-6703,06490007,TEMPERLEY,LOMAS DE ZAMORA,edtalomas@gmail.com; oaz0620001@abc.gov.ar,1, , ,1, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , 
Buenos Aires,060421600,JARDÍN DE INFANTES SAN NICOLAS,Privado,Urbano,BERMUDEZ 1292,1636,11,4790-3298,06861006,LA LUCILA,VICENTE LOPEZ,kindergarten@csn.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060421700,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº452,Estatal,Urbano,PRESIDENTE PERÓN 3546  SAN MARTIN,1650,11,4755-3366,06371007,GENERAL SAN MARTIN,GENERAL SAN MARTIN,0045dm0452@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Buenos Aires,060421800,ESCUELA DE EDUCACIÓN PRIMARIA Nº85 E.E. U.U.DE AMERICA,Estatal,Urbano,SALGUERO 2454,1650,11,4508-9033,06371007,GENERAL SAN MARTIN,GENERAL SAN MARTIN,0045pp0085@gmail.com; opp0450085@abc.gov.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060421900,JARDÍN DE INFANTES Nº905,Estatal,Urbano,PRESIDENTE PERÓN 3540,1650,11,4755-1068,06371007,GENERAL SAN MARTIN,GENERAL SAN MARTIN,ji905juanamanso@gmail.com; fer_mae20@hotmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060422000,COLEGIO SAN JOSE,Privado,Urbano,CALLE 48 (EX. ESTRADA) 2454,1650,11,4755-7341,06371028,VILLA MAIPU,GENERAL SAN MARTIN,colsanjose@arnetbiz.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060422100,INSTITUTO MAIPU,Privado,Urbano,PUEYRREDON 2931,1650,11,4753-1989,06371028,VILLA MAIPU,GENERAL SAN MARTIN,institutomaipuprimario@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060422200,JARDÍN DE INFANTES Nº941,Estatal,Urbano,LAS HERAS 1889,1650,11,4897-7758,06371028,VILLA MAIPU,GENERAL SAN MARTIN,losandesjardin941@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060422300,JARDÍN DE INFANTES NONIN,Privado,Urbano,RIVADAVIA 2259,1650,11,4752-0185,06371028,VILLA MAIPU,GENERAL SAN MARTIN,biti_maxkev@hotmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060422400,JARDÍN DE INFANTES Nº908 CREAR JUGANDO,Estatal,Urbano,B.ROLDAN E/CABRAL Y MONTARCE 1551,1706,11,4443-3518,06568002,EL PALOMAR,MORON,ji100908@abc.gov.ar,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060422500,ESCUELA DE EDUCACIÓN PRIMARIA Nº67 ESTEBAN ECHEVERRIA,Estatal,Urbano,VILLEGAS 1169,1706,11,4659-3053,06568002,EL PALOMAR,MORON,cnsabino@gmail.com; pp100067@abc.gov.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060422700,ESCUELA DE EDUCACIÓN PRIMARIA Nº36 TENIENTE MANUEL FELIX ORIGONE,Estatal,Urbano,AVENIDA PERDRIEL 1301,1684,11,4751-9330,06568002,EL PALOMAR,MORON,adrianabon2@gmail.com; sbonomo1@abc.gob.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060422800,JARDÍN DE INFANTES Nº927 ALMAFUERTE,Estatal,Urbano,PALACIOS E/FERNANDEZ Y ÁLVAREZ 550,1684,11,4758-9201,06568002,EL PALOMAR,MORON,menaldiclaudia@gmail.com; jardin927elpalomar@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060422900,JARDÍN DE INFANTES Nº912 CARLOS GARDEL,Estatal,Urbano,AVENIDA MARCONI 2692  BARRIO CARLOS GARDEL,1706,11,4654-1660,06568005,VILLA SARMIENTO,MORON,smoratti@abc.gob.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060423000,JARDÍN DE INFANTES Nº904 JOSÉ PEDRONI,Estatal,Urbano,ECHEVERRIA E/YAPEYU Y O`CONNOR 319,1706,11,4654-8644,06568005,VILLA SARMIENTO,MORON,904josepedroni@gmail.com; valepine@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060423100,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 REMEDIOS ESCALADA DE SAN MARTIN,Estatal,Urbano,CRAMER E/ PORTELAY Y BALLESTEROS 740  HAEDO,1706,11,4464-4246,06568005,VILLA SARMIENTO,MORON,lariscor@yahoo.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060423200,CENTRO DE ADULTOS Nº715 CRISTO REY,Estatal,Urbano,ROCHA Y MONTARCE 2000,1706,11,4460-1374,06568002,EL PALOMAR,MORON,mardelca715@yahoo.com.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060423400,JARDÍN DE INFANTES Nº910 VILLA ROSALES,Estatal,Urbano,ROCHA MONTARSE E/DAMICO Y ESCALADA 1336,1684,11,15-6457-9706,06568002,EL PALOMAR,MORON,gterribile33@gmail.com; silvina0815@hotmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060423600,JARDÍN DE INFANTES Nº915,Estatal,Urbano,ALEM 737,6400,2392,41-1182,06826029,TRENQUE LAUQUEN,TRENQUE LAUQUEN,ens.j915@gmail.com; mabeltiero@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060423800,CENTRO DE ADULTOS Nº701 ALMAFUERTE,Estatal,Urbano,AVENIDA DUNCKLER 555,6030,2354,42-0291,06462024,VEDIA,LEANDRO N. ALEM,cea701lnalem@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060424000,JARDÍN DE INFANTES Nº903 MERCEDITAS,Estatal,Rural,COLONIA ALBERDI   COLONIA ALBERDI,6034,2364,31-5064,06462001,ALBERDI VIEJO,LEANDRO N. ALEM,jardinmerceditas903@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060424100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 JUAN BAUTISTA ALBERDI,Estatal,Urbano,BORDELOIS 145,6034,2354,48-0157,06462014,JUAN BAUTISTA ALBERDI,LEANDRO N. ALEM,secundaria2alberdi@yahoo.com.ar; secundaria2alberdi@gmail.com,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060424200,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 DOMINGO FAUSTINO SARMIENTO,Estatal,Rural,CUARTEL XII   LA COLONIA,6034,236,15-436-3501,06462026,LA COLONIA,LEANDRO N. ALEM,yiagraso@gmail.com; opp0580007@abc.gov.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060424400,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 CARLOS EDMUNDO PERKINS,Estatal,Rural,CUARTEL X Y RUTA 7   PERKINS,6034,2362,15-472-1202,06462007,EDMUNDO B PERKINS,LEANDRO N. ALEM,carlosperkinsep17@yahoo.com.ar; soledadcortes71@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060424500,ESCUELA DE EDUCACIÓN PRIMARIA Nº22 DIOSMA VILLARINO DE OYHAMBURU,Estatal,Urbano,PRESIDENTE PERÓN Y BASES,6034,2354,48-0614,06462014,JUAN BAUTISTA ALBERDI,LEANDRO N. ALEM,primaria22@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060424600,JARDÍN DE INFANTES VIRGEN DE BEGOÑA,Privado,Urbano,SAENZ PEÑA/URQUIZA Y PASTEUR (P.A.) 754,7000,2293,44-6065,06791044,TANDIL,TANDIL,anaislastandil@yahoo.com.ar; dji1021882@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060424700,JARDÍN DE INFANTES Nº910,Estatal,Urbano,DANTE ALIGHIERI E/ LUNGHI Y RIO NEGRO 500  LA MOVEDIZA,7000,2494,45-2760,06791044,TANDIL,TANDIL,jardin910tandil@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060424800,ESCUELA DE ADULTOS Nº702,Estatal,Urbano,UGALDE Y PIO XII,7000,2494,43-4025,06791044,TANDIL,TANDIL,nucleamiento03@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060424801,CENTRO DE ADULTOS Nº706,Estatal,Urbano,PJE. SALCEDA 724  VILLA GAUCHO,7000,2494,43-4025,06791044,TANDIL,TANDIL,nucleamiento03@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060424802,CENTRO DE ADULTOS Nº710,Estatal,Urbano,DARRAGUEIRA Y PÍO XII,7000,2494,43-4025,06791044,TANDIL,TANDIL,nucleamiento03@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060424900,JARDÍN DE INFANTES Nº903 MARIA ELENA WALSH,Estatal,Urbano,VICENTE LOPEZ 732  BARRIO VILLA ITALIA,7000,2293,45-1908,06791044,TANDIL,TANDIL,jardin903tandil@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425000,ESCUELA CENTRO CULTURAL HAEDO,Privado,Urbano,19 DE NOVIEMBRE 150,1706,11,4659-3091,06568003,HAEDO,MORON,cchprimaria@fiberrcorp.com.ar; adriatchu@yahoo.com.a,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425100,JARDÍN DE INFANTES RAYITO DE SOL,Privado,Urbano,LIBERTAD 553,1706,11,4659-1309,06568003,HAEDO,MORON,rayitodesoleuca@gmail.com; dji1001374@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425200,JARDÍN DE INFANTES Nº914,Estatal,Urbano,HORACIO JULIAN 790,1708,11,4627-9324,06568004,MORON,MORON,marcemarch2007@yahoo.com.ar; mamarchena@abc.gob.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425300,JARDÍN DE INFANTES MARIA REINA,Privado,Urbano,PASAJE MARÍA REINA 362,1708,11,5263-3843,06568004,MORON,MORON,jardin_marinareina@yahoo.com.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425400,JARDÍN DE INFANTES Nº918,Estatal,Urbano,VELEZ SARSFIELD 1073,1706,11,4443-5174,06568003,HAEDO,MORON,jardin918velezserfield@gmail; flaviabalbiano@hotmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425500,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 CNEL. DE MARINA NICOLAS JORGE,Estatal,Urbano,MAGNASCO E/ MALAVER Y M. MORENO 953,1706,11,4659-8060,06568003,HAEDO,MORON,eprimaria18@hotmail.com; pp100018@abc.gov.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425600,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 ALMIRANTE GUILLERMO BROWN,Estatal,Urbano,RIO PIEDRAS 290,1708,11,4483-0160,06568004,MORON,MORON,pp100012@abc.gov.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425700,JARDÍN DE INFANTES Nº929,Estatal,Urbano,RIO PIEDRAS E/BUEN VIAJE Y BROWN 100,1708,11,4628-1123,06568004,MORON,MORON,ji100929@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 BERNARDINO RIVADAVIA,Estatal,Urbano,SAN LORENZO 260,6625,2346,49-1036,06224010,MOQUEHUA,CHIVILCOY,escuelamediamoquehua@yahoo.com.ar,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060425900,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 FLORENTINO AMEGHINO,Estatal,Urbano,MAESTRO ARGENTINO 60  CHIVILCOY,6620,2346,42-8264,06224002,CHIVILCOY,CHIVILCOY,creyna3@abc.gob.ar; mtomasso2@abc.gob.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060426000,ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1,Estatal,Urbano,MONTEAGUDO Y CALLE 80., ,2346,48-2038,06224005,GOROSTIAGA,CHIVILCOY,eesa1chivilcoy@abc.gob.ar,1, , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , 
Buenos Aires,060426100,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 ALMAFUERTE,Estatal,Rural,RUTA 205 KM.165 CUARTEL VI   LA FORTUNA,7260,2345,15-42-1443,06707027,LA FORTUNA,SALADILLO,belcoronel91@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060426200,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 ESTEBAN ECHEVERRIA,Estatal,Rural,ZONA RURAL,7260,2345,15-44-2865,06707021,SAN BENITO,SALADILLO,jorgelinamanzo@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060426300,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 JUAN MARTÍN DE PUEYRREDON,Estatal,Rural,RUTA NACIONAL 205  EL MANGRULLO,7260,2344,42-7383,06707006,EL MANGRULLO,SALADILLO,natirecalde2222@hotmail.com; pp0920017@hotmail.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060426400,ESCUELA DE EDUCACIÓN PRIMARIA Nº29 GERVASIO POSADAS,Estatal,Rural,RUTA NAC.205-KM.156   EL PUENTE,7260,2345,68-6809,06707031,EL PUENTE,SALADILLO,lorenacotignola@hotmail.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060426500,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 NICOLAS AVELLANEDA,Estatal,Rural,LA RAZON,7260,2345,41-3254,06707015,LA RAZON,SALADILLO,mariema7222@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060426600,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 JOSÉ MANUEL ESTRADA,Estatal,Rural,RUTA 63 Y CUARTEL I   LA BLANQUEADA,7260,2345,15-45-9184,06707028,LA BLANQUEADA,SALADILLO,feraguseste@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060426900,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 ROQUE SAENZ PEÑA,Estatal,Rural,CUARTEL I   CASIANO,7260,2345,47-7675,06707033,CASIANO,SALADILLO,lilianagomez100@gmail.com; mariaitatiojeda@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060427000,ESCUELA DE EDUCACIÓN PRIMARIA Nº22 JUAN JOSÉ BLAQUIER,Estatal,Rural,CUARTEL V,7260,2345,41-3506,06707030,JUAN JOSE BLAQUIER,SALADILLO,ep22juanblaquier@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060427100,ESCUELA DE EDUCACIÓN PRIMARIA Nº28 JUSTO JOSÉ DE URQUIZA,Estatal,Rural,CUARTEL V   LA ARGENTINA,7260,2345,41-3506,06707029,LA ARGENTINA,SALADILLO,sarti_nadia@hotmail.com; ep28santaelina@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060427300,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 RICARDO GUTIERREZ,Estatal,Rural,PARAJE LA NUEVA GRANADA   EMILIANO REYNOSO,7260,2344,47-6100,06707023,NUEVA GRANADA,SALADILLO,sonia_alzugaray@hotmail.com; salzugaray1@abc.gob.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060427400,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 ALMIRANTE GUILLERMO BROWN,Estatal,Rural,CUARTEL II PJE.REYNOSO   E. REYNOSO,7260,2345,68-3058,06707008,EMILIANO REYNOSO,SALADILLO,clarizorrilla3160@hotmail.com; clarizorrilla@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060427500,ESCUELA DE EDUCACIÓN PRIMARIA Nº37 MARIANO MORENO,Estatal,Rural,CUARTEL VI   CAMPO VELA,7260,2344,50-2323,06707034,CAMPO VELA,SALADILLO,ana.olivera1@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060427600,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 HERMINIA BRUMANA,Estatal,Rural,CUARTEL VII   LA MARGARITA,7260,2345,41-5428,06707013,LA MARGARITA,SALADILLO,ep10lucre@hotmail.com; lucrealubo@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060427700,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 GENRAL MANUEL BELGRANO,Estatal,Rural,RIVADAVIA NORTE,7260,2345,68-5929,06707038,CUARTEL I,SALADILLO,gracielafanaro@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060427800,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 VICENTE LOPEZ Y PLANES,Estatal,Rural,BUENOS AIRES   CAZON,7265,2344,43-3520,06707002,CAZON,SALADILLO,escuela9saladillo@gmail.com; opp0920009@abc.gov.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060427900,ESCUELA DE EDUCACIÓN PRIMARIA Nº21 JOAQUIN V. GONZALEZ,Estatal,Rural,CUARTEL IX   LA BARRANCOSA,7260,2345,42-1873,06707011,LA BARRANCOSA,SALADILLO,opp0920021@abc-gob.ar; opp0920021@abc.gov.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428000,ESCUELA DE EDUCACIÓN PRIMARIA Nº34 MAXIMO LEDESMA,Estatal,Rural,CUARTEL IX   LA BARRANCOSA,7260,2344,40-6759,06707011,LA BARRANCOSA,SALADILLO,sandraacosta2478@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428100,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 PATRICIAS ARGENTINAS,Estatal,Rural,CUARTEL 1º   CPO.DAMAS DE LA MISECORDIA,7260,2345,41-0432,06707032,DAMAS DE LA MISERICORDIA,SALADILLO,rubinogabi@hotmail.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428200,JARDÍN DE INFANTES Nº903,Estatal,Rural,ARAUCARIAS,7267,2345,49-3172,06707019,POLVAREDAS,SALADILLO,jardin903polvaredas@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428300,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 MARTÍN MIGUEL DE GÜEMES,Estatal,Rural,CUARTEL I - VALERIO DE IRAOLA   ACUÑA,7260,2345,65-2554,06707037,ACUÑA,SALADILLO,lulau1914@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428400,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 MARIA SANCHEZ DE THOMPSON,Estatal,Rural,CUARTEL VII   EL NARANJO,7260,2344,43-2559,06707007,EL NARANJO,SALADILLO,opp0920025@abc.gov.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428500,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 FRAY MAMERTO ESQUIU,Estatal,Rural,SARMIENTO Y BELGRANO,7267,2344,49-0043,06707001,ALVAREZ DE TOLEDO,SALADILLO,sandracabali@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428600,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 REMEDIOS DE ESCALADA DE SAN MARTIN,Estatal,Rural,EL OMBU E/ LAS ARAUCARIAS Y LOS AROMOS,7267,2344,49-3167,06707019,POLVAREDAS,SALADILLO,escuela13polvaredas@gmail.com; liliana-bartolini@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428700,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 CAROLINA SOSA DE ATUCHA,Estatal,Rural,CUARTEL III -CAMPO GORCH   ATUCHA,7260,2345,41-9526,06707035,ATUCHA,SALADILLO,joha1917@live.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428800,ESCUELA DE EDUCACIÓN PRIMARIA Nº40 ESTANISLAO DEL CAMPO,Estatal,Rural,CUARTEL I SECCION 3º QUINTAS   LA DEPURACIÓN,6620,2346,15-41-8271,06224024,PUENTE LAGO,CHIVILCOY,pklein@abc.gob.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060428900,ESCUELA DE ADULTOS Nº705,Estatal,Urbano,CTEL XV S/RUTA NAC 188 U.P. Nº13-ALCAIDIA N°49   UNIDAD PENITENCIARIA Nº13 Cuartel XV,6000,2364,454-4922,06413012,JUNIN,JUNIN,escueladeadultos705ce@gmail.com, , ,1, , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060429000,CENTRO DE ADULTOS Nº709,Estatal,Urbano,CUARTEL XV  S/RUTA 188,6000,236,445-3549,06413012,JUNIN,JUNIN,gracielalucero_m@hotmail.com; glucero91@hotmail.com, , ,1, , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060429100,CENTRO DE ADULTOS Nº702,Estatal,Urbano,R.FALCON /12 DE OCT.Y CNEL.SUAREZ 136,6000,2362,44-3389,06413012,JUNIN,JUNIN,odc0530702@abc.gov.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060429200,COLEGIO SAN IGNACIO,Privado,Urbano,CARLOS TEJEDOR 27,6000,236,444-2463,06413012,JUNIN,JUNIN,secretariaprimaria@colegiomarianista.edu.ar; direccionprimaria@colegiomarianista.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060429300,ESCUELA DE ADULTOS Nº701 FRAGATA SARMIENTO,Estatal,Urbano,POSADAS Y CHACABUCO,6000,236,442-6764,06413012,JUNIN,JUNIN,de053701@abc.gov.ar; adultos701@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060429301,CENTRO DE ADULTOS Nº710/01,Estatal,Urbano,VUELTA DE OBLIGADO Y CABRERA 205,6000,2364,42-7402,06413012,JUNIN,JUNIN,fabianadocente@yahoo.com.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060429302,CENTRO DE ADULTOS Nº706,Estatal,Urbano,ÁLVAREZ RODRIGUEZ 27,6000,2362,442-6764,06413012,JUNIN,JUNIN,odc0530706@abc.gov.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060429303,CENTRO DE ADULTOS Nº704/01,Estatal,Urbano,IRLANDA 808  JUNIN,6000,2362,43-0215,06413012,JUNIN,JUNIN,odc0530704@abc.gov.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060429400,INSTITUTO DE EDUCACION ESPECIAL C.A.R.I.,Privado,Urbano,LAMADRID 530,1834,11,4243-7539,06490005,LOMAS DE ZAMORA,LOMAS DE ZAMORA,institutocari@institutocari.com.ar; secretaria@institutocari.com.ar, ,1, , , , , , , , , , , , , , , , , ,1,1,1, , , , , , , , , 
Buenos Aires,060429500,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 CONSTANCIO C. VIGIL,Estatal,Rural,ZONA RURAL   LA ATALAYA,6400,2392,49-2834,06826045,LA ATALAYA,TRENQUE LAUQUEN,ep9constanciovigilio@gmail.com; fabianabarreix@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060429600,JARDÍN DE INFANTES Nº913,Estatal,Urbano,SARGENTO CABRAL 766  BARRIO OESTE,6400,2392,43-3098,06826029,TRENQUE LAUQUEN,TRENQUE LAUQUEN,novecientostrece.jardin@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060429700,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 CARLOS MARIA DE ALVEAR,Estatal,Rural,PARAJE PRIMERA JUNTA ZONA RURAL,6400,2392,40-4019,06826027,PRIMERA JUNTA,TRENQUE LAUQUEN,mariaestellafa@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
