,83,    506,0.13%,99.28%
,84,    399,0.10%,99.38%
,85,    340,0.09%,99.47%
,86,    377,0.10%,99.56%
,87,    305,0.08%,99.64%
,88,    251,0.06%,99.70%
,89,    219,0.06%,99.76%
,90,    206,0.05%,99.81%
,91,    152,0.04%,99.85%
,92,    118,0.03%,99.88%
,93,    128,0.03%,99.91%
,94,    72,0.02%,99.93%
,95,    65,0.02%,99.95%
,96,    62,0.02%,99.96%
,97,    42,0.01%,99.97%
,98,    37,0.01%,99.98%
,99,    38,0.01%,99.99%
,100,    5,0.00%,100.00%
,101,    3,0.00%,100.00%
,102,    6,0.00%,100.00%
,103,    1,0.00%,100.00%
,104,    4,0.00%,100.00%
,105,    1,0.00%,100.00%
,106,    2,0.00%,100.00%
,109,    1,0.00%,100.00%
,110,    1,0.00%,100.00%
,Total,   393 614,100.00%,100.00%
,,,,
,AREA # 06644,Pinamar,,
,,,,
,Edad,Casos,%,Acumulado %
,0,    381,0.97%,0.97%
,1,    430,1.10%,2.07%
,2,    513,1.31%,3.38%
,3,    526,1.34%,4.72%
,4,    582,1.48%,6.20%
,5,    611,1.56%,7.76%
,6,    664,1.69%,9.45%
,7,    606,1.54%,11.00%
,8,    658,1.68%,12.67%
,9,    615,1.57%,14.24%
,10,    679,1.73%,15.97%
,11,    643,1.64%,17.61%
,12,    654,1.67%,19.28%
,13,    700,1.78%,21.06%
,14,    701,1.79%,22.85%
,15,    699,1.78%,24.63%
,16,    608,1.55%,26.18%
,17,    671,1.71%,27.89%
,18,    600,1.53%,29.42%
,19,    583,1.49%,30.91%
,20,    553,1.41%,32.32%
,21,    540,1.38%,33.70%
,22,    640,1.63%,35.33%
,23,    563,1.44%,36.76%
,24,    605,1.54%,38.31%
,25,    549,1.40%,39.71%
,26,    559,1.43%,41.13%
,27,    580,1.48%,42.61%
,28,    587,1.50%,44.11%
,29,    563,1.44%,45.54%
,30,    591,1.51%,47.05%
,31,    551,1.40%,48.45%
,32,    611,1.56%,50.01%
,33,    596,1.52%,51.53%
,34,    643,1.64%,53.17%
,35,    656,1.67%,54.84%
,36,    556,1.42%,56.26%
,37,    602,1.53%,57.79%
,38,    574,1.46%,59.26%
,39,    604,1.54%,60.80%
,40,    615,1.57%,62.36%
,41,    602,1.53%,63.90%
,42,    641,1.63%,65.53%
,43,    647,1.65%,67.18%
,44,    616,1.57%,68.75%
,45,    578,1.47%,70.23%
,46,    524,1.34%,71.56%
,47,    491,1.25%,72.82%
,48,    472,1.20%,74.02%
,49,    546,1.39%,75.41%
,50,    493,1.26%,76.67%
,51,    406,1.04%,77.70%
,52,    447,1.14%,78.84%
,53,    393,1.00%,79.84%
,54,    404,1.03%,80.87%
,55,    372,0.95%,81.82%
,56,    377,0.96%,82.78%
,57,    380,0.97%,83.75%
,58,    370,0.94%,84.70%
,59,    391,1.00%,85.69%
,60,    353,0.90%,86.59%
,61,    299,0.76%,87.35%
,62,    324,0.83%,88.18%
,63,    338,0.86%,89.04%
,64,    301,0.77%,89.81%
,65,    313,0.80%,90.61%
,66,    308,0.79%,91.39%
,67,    321,0.82%,92.21%
,68,    249,0.63%,92.85%
,69,    240,0.61%,93.46%
,70,    238,0.61%,94.06%
,71,    230,0.59%,94.65%
,72,    192,0.49%,95.14%
,73,    209,0.53%,95.67%
,74,    182,0.46%,96.14%
,75,    170,0.43%,96.57%
,76,    151,0.38%,96.96%
,77,    149,0.38%,97.34%
,78,    128,0.33%,97.66%
,79,    122,0.31%,97.97%
,80,    112,0.29%,98.26%
,81,    88,0.22%,98.48%
,82,    115,0.29%,98.78%
,83,    62,0.16%,98.93%
,84,    77,0.20%,99.13%
,85,    65,0.17%,99.30%
,86,    48,0.12%,99.42%
,87,    46,0.12%,99.54%
,88,    37,0.09%,99.63%
,89,    33,0.08%,99.71%
,90,    28,0.07%,99.79%
,91,    21,0.05%,99.84%
,92,    17,0.04%,99.88%
,93,    9,0.02%,99.91%
,94,    9,0.02%,99.93%
,95,    7,0.02%,99.95%
,96,    6,0.02%,99.96%
,97,    3,0.01%,99.97%
,98,    7,0.02%,99.99%
,99,    2,0.01%,99.99%
,100,    2,0.01%,100.00%
,106,    1,0.00%,100.00%
,Total,   39 224,100.00%,100.00%
,,,,
,AREA # 06648,Presidente Perón,,
,,,,
,Edad,Casos,%,Acumulado %
,0,   1 408,1.38%,1.38%
,1,   1 481,1.45%,2.83%
,2,   1 718,1.68%,4.52%
,3,   1 783,1.75%,6.27%
,4,   1 885,1.85%,8.11%
,5,   1 895,1.86%,9.97%
,6,   1 980,1.94%,11.91%
,7,   2 154,2.11%,14.02%
,8,   2 057,2.02%,16.04%
,9,   2 131,2.09%,18.13%
,10,   1 987,1.95%,20.08%
,11,   1 993,1.95%,22.03%
,12,   2 174,2.13%,24.16%
,13,   2 069,2.03%,26.19%
,14,   2 014,1.97%,28.17%
,15,   1 919,1.88%,30.05%
,16,   1 915,1.88%,31.93%
,17,   1 940,1.90%,33.83%
,18,   1 873,1.84%,35.66%
,19,   1 765,1.73%,37.40%
,20,   1 661,1.63%,39.02%
,21,   1 660,1.63%,40.65%
,22,   1 782,1.75%,42.40%
,23,   1 630,1.60%,44.00%
,24,   1 650,1.62%,45.61%
,25,   1 713,1.68%,47.29%
,26,   1 639,1.61%,48.90%
,27,   1 611,1.58%,50.48%
,28,   1 558,1.53%,52.01%
,29,   1 560,1.53%,53.54%
,30,   1 745,1.71%,55.25%
,31,   1 566,1.54%,56.78%
,32,   1 490,1.46%,58.24%
,33,   1 526,1.50%,59.74%
,34,   1 623,1.59%,61.33%
,35,   1 676,1.64%,62.98%
,36,   1 535,1.50%,64.48%
,37,   1 432,1.40%,65.88%
,38,   1 471,1.44%,67.33%
,39,   1 494,1.46%,68.79%
,40,   1 582,1.55%,70.34%
,41,   1 435,1.41%,71.75%
,42,   1 430,1.40%,73.15%
,43,   1 497,1.47%,74.62%
,44,   1 348,1.32%,75.94%
,45,   1 373,1.35%,77.29%
,46,   1 216,1.19%,78.48%
,47,   1 226,1.20%,79.68%
,48,   1 091,1.07%,80.75%
,49,   1 087,1.07%,81.82%
,50,   1 051,1.03%,82.85%
,51,   1 013,0.99%,83.84%
,52,    970,0.95%,84.79%
,53,    857,0.84%,85.63%
,54,    808,0.79%,86.42%
,55,    811,0.80%,87.22%
,56,    752,0.74%,87.96%
,57,    763,0.75%,88.70%
,58,    799,0.78%,89.49%
,59,    767,0.75%,90.24%
,60,    692,0.68%,90.92%
,61,    656,0.64%,91.56%
,62,    629,0.62%,92.18%
,63,    603,0.59%,92.77%
,64,    594,0.58%,93.35%
,65,    591,0.58%,93.93%
,66,    543,0.53%,94.46%
,67,    515,0.50%,94.97%
,68,    474,0.46%,95.43%
,69,    446,0.44%,95.87%
,70,    395,0.39%,96.26%
,71,    416,0.41%,96.67%
,72,    377,0.37%,97.04%
,73,    331,0.32%,97.36%
,74,    336,0.33%,97.69%
,75,    275,0.27%,97.96%
,76,    251,0.25%,98.20%
,77,    264,0.26%,98.46%
,78,    205,0.20%,98.66%
,79,    172,0.17%,98.83%
,80,    158,0.15%,98.99%
,81,    169,0.17%,99.15%
,82,    132,0.13%,99.28%
,83,    96,0.09%,99.38%
,84,    98,0.10%,99.47%
,85,    84,0.08%,99.56%
,86,    90,0.09%,99.64%
,87,    70,0.07%,99.71%
,88,    50,0.05%,99.76%
,89,    52,0.05%,99.81%
,90,    36,0.04%,99.85%
,91,    21,0.02%,99.87%
,92,    24,0.02%,99.89%
,93,    28,0.03%,99.92%
,94,    17,0.02%,99.94%
,95,    24,0.02%,99.96%
,96,    10,0.01%,99.97%
,97,    8,0.01%,99.98%
,98,    10,0.01%,99.99%
,99,    3,0.00%,99.99%
,100,    3,0.00%,99.99%
,101,    1,0.00%,99.99%
,102,    4,0.00%,100.00%
,103,    2,0.00%,100.00%
,Total,   101 994,100.00%,100.00%
,,,,
,AREA # 06651,Puan,,
,,,,
,Edad,Casos,%,Acumulado %
,0,    123,0.75%,0.75%
,1,    150,0.92%,1.67%
,2,    184,1.12%,2.79%
,3,    179,1.09%,3.88%
,4,    177,1.08%,4.96%
,5,    185,1.13%,6.09%
,6,    193,1.18%,7.27%
,7,    219,1.34%,8.60%
,8,    233,1.42%,10.02%
,9,    194,1.18%,11.21%
,10,    196,1.20%,12.40%
,11,    201,1.23%,13.63%
,12,    223,1.36%,14.99%
,13,    205,1.25%,16.24%
,14,    191,1.17%,17.41%
,15,    227,1.38%,18.79%
,16,    212,1.29%,20.08%
,17,    203,1.24%,21.32%
,18,    194,1.18%,22.51%
,19,    171,1.04%,23.55%
,20,    164,1.00%,24.55%
,21,    171,1.04%,25.59%
,22,    151,0.92%,26.51%
,23,    183,1.12%,27.63%
,24,    162,0.99%,28.62%
,25,    197,1.20%,29.82%
,26,    218,1.33%,31.15%
,27,    200,1.22%,32.37%
,28,    184,1.12%,33.49%
,29,    206,1.26%,34.75%
,30,    224,1.37%,36.12%
,31,    252,1.54%,37.65%
,32,    184,1.12%,38.78%
,33,    218,1.33%,40.11%
,34,    204,1.24%,41.35%
,35,    222,1.35%,42.71%
,36,    208,1.27%,43.98%
,37,    219,1.34%,45.31%
,38,    218,1.33%,46.64%
,39,    218,1.33%,47.97%
,40,    219,1.34%,49.31%
,41,    234,1.43%,50.74%
,42,    229,1.40%,52.13%
,43,    212,1.29%,53.43%
,44,    214,1.31%,54.73%
,45,    199,1.21%,55.95%
,46,    208,1.27%,57.21%
,47,    205,1.25%,58.47%
,48,    210,1.28%,59.75%
,49,    240,1.46%,61.21%
,50,    209,1.28%,62.49%
,51,    219,1.34%,63.82%
,52,    218,1.33%,65.15%
,53,    195,1.19%,66.34%
,54,    207,1.26%,67.60%
,55,    178,1.09%,68.69%
,56,    214,1.31%,70.00%
,57,    215,1.31%,71.31%
,58,    193,1.18%,72.48%
,59,    240,1.46%,73.95%
,60,    214,1.31%,75.25%
,61,    215,1.31%,76.57%
,62,    200,1.22%,77.79%
,63,    184,1.12%,78.91%
,64,    195,1.19%,80.10%
,65,    204,1.24%,81.34%
,66,    180,1.10%,82.44%
,67,    188,1.15%,83.59%
,68,    165,1.01%,84.60%
,69,    167,1.02%,85.61%
,70,    192,1.17%,86.79%
,71,    189,1.15%,87.94%
,72,    151,0.92%,88.86%
,73,    175,1.07%,89.93%
,74,    176,1.07%,91.00%
,75,    129,0.79%,91.79%
,76,    140,0.85%,92.64%
,77,    142,0.87%,93.51%
,78,    82,0.50%,94.01%
,79,    123,0.75%,94.76%
,80,    96,0.59%,95.35%
,81,    110,0.67%,96.02%
,82,    86,0.52%,96.54%
,83,    95,0.58%,97.12%
,84,    72,0.44%,97.56%
,85,    73,0.45%,98.01%
,86,    56,0.34%,98.35%
,87,    62,0.38%,98.72%
,88,    39,0.24%,98.96%
,89,    48,0.29%,99.26%
,90,    25,0.15%,99.41%
,91,    24,0.15%,99.55%
,92,    28,0.17%,99.73%
,93,    10,0.06%,99.79%
,94,    10,0.06%,99.85%
,95,    5,0.03%,99.88%
,96,    5,0.03%,99.91%
,97,    8,0.05%,99.96%
,98,    2,0.01%,99.97%
,99,    1,0.01%,99.98%
,101,    2,0.01%,99.99%
,103,    2,0.01%,100.00%
,Total,   16 391,100.00%,100.00%
,,,,
,AREA # 06655,Punta Indio,,
,,,,
,Edad,Casos,%,Acumulado %
,0,    108,0.89%,0.89%
,1,    126,1.04%,1.92%
,2,    167,1.37%,3.30%
,3,    165,1.36%,4.65%
,4,    164,1.35%,6.00%
,5,    206,1.69%,7.70%
,6,    182,1.50%,9.19%
,7,    194,1.60%,10.79%
,8,    197,1.62%,12.41%
,9,    214,1.76%,14.17%
,10,    174,1.43%,15.60%
,11,    232,1.91%,17.51%
,12,    191,1.57%,19.08%
,13,    192,1.58%,20.66%
,14,    164,1.35%,22.00%
,15,    165,1.36%,23.36%
,16,    172,1.41%,24.78%
,17,    180,1.48%,26.26%
,18,    174,1.43%,27.69%
,19,    187,1.54%,29.22%
,20,    153,1.26%,30.48%
,21,    165,1.36%,31.84%
,22,    164,1.35%,33.19%
,23,    165,1.36%,34.54%
,24,    156,1.28%,35.83%
,25,    157,1.29%,37.12%
,26,    167,1.37%,38.49%
,27,    168,1.38%,39.87%
,28,    187,1.54%,41.41%
,29,    162,1.33%,42.74%
,30,    199,1.64%,44.38%
,31,    173,1.42%,45.80%
,32,    146,1.20%,47.00%
,33,    172,1.41%,48.42%
,34,    149,1.23%,49.64%
,35,    169,1.39%,51.03%
,36,    136,1.12%,52.15%
,37,    176,1.45%,53.60%
,38,    163,1.34%,54.94%
,39,    141,1.16%,56.10%
,40,    182,1.50%,57.59%
,41,    148,1.22%,58.81%
,42,    156,1.28%,60.09%
,43,    172,1.41%,61.51%
,44,    166,1.37%,62.87%
,45,    181,1.49%,64.36%
,46,    156,1.28%,65.64%
,47,    144,1.18%,66.83%
,48,    152,1.25%,68.08%
,49,    156,1.28%,69.36%
,50,    153,1.26%,70.62%
,51,    164,1.35%,71.97%
,52,    137,1.13%,73.09%
,53,    116,0.95%,74.05%
,54,    103,0.85%,74.90%
,55,    94,0.77%,75.67%
,56,    114,0.94%,76.61%
,57,    123,1.01%,77.62%
,58,    126,1.04%,78.65%
,59,    140,1.15%,79.80%
,60,    108,0.89%,80.69%
,61,    113,0.93%,81.62%
,62,    124,1.02%,82.64%
,63,    109,0.90%,83.54%
,64,    121,0.99%,84.53%
,65,    128,1.05%,85.59%
,66,    102,0.84%,86.42%
,67,    103,0.85%,87.27%
,68,    105,0.86%,88.13%
,69,    112,0.92%,89.06%
,70,    96,0.79%,89.84%
,71,    95,0.78%,90.63%
,72,    89,0.73%,91.36%
,73,    84,0.69%,92.05%
,74,    105,0.86%,92.91%
,75,    82,0.67%,93.59%
,76,    62,0.51%,94.10%
,77,    78,0.64%,94.74%
,78,    59,0.49%,95.22%
,79,    73,0.60%,95.82%
,80,    54,0.44%,96.27%
,81,    54,0.44%,96.71%
,82,    50,0.41%,97.12%
,83,    56,0.46%,97.58%
,84,    40,0.33%,97.91%
,85,    33,0.27%,98.18%
,86,    39,0.32%,98.50%
,87,    36,0.30%,98.80%
,88,    29,0.24%,99.04%
,89,    25,0.21%,99.24%
,90,    20,0.16%,99.41%
,91,    22,0.18%,99.59%
,92,    10,0.08%,99.67%
,93,    9,0.07%,99.75%
,94,    10,0.08%,99.83%
,95,    12,0.10%,99.93%
,96,    3,0.02%,99.95%
,97,    3,0.02%,99.98%
,99,    1,0.01%,99.98%
,100,    1,0.01%,99.99%
,102,    1,0.01%,100.00%
,Total,   12 161,100.00%,100.00%
,,,,
,AREA # 06658,Quilmes,,
,,,,
,Edad,Casos,%,Acumulado %
,0,   6 185,0.98%,0.98%
,1,   6 532,1.03%,2.01%
,2,   7 661,1.21%,3.23%
,3,   8 561,1.36%,4.58%
,4,   9 005,1.43%,6.01%
,5,   9 409,1.49%,7.50%
,6,   9 571,1.51%,9.01%
,7,   10 210,1.62%,10.63%
,8,   10 074,1.59%,12.22%
,9,   9 999,1.58%,13.80%
,10,   10 201,1.61%,15.42%
,11,   10 206,1.62%,17.03%
,12,   10 620,1.68%,18.71%
,13,   10 305,1.63%,20.35%
,14,   10 021,1.59%,21.93%
,15,   9 951,1.58%,23.51%
,16,   9 833,1.56%,25.06%
,17,   10 236,1.62%,26.68%
,18,   9 739,1.54%,28.23%
,19,   9 608,1.52%,29.75%
,20,   9 286,1.47%,31.22%
,21,   9 614,1.52%,32.74%
,22,   9 624,1.52%,34.26%
,23,   9 244,1.46%,35.72%
,24,   9 308,1.47%,37.20%
,25,   9 508,1.50%,38.70%
,26,   9 544,1.51%,40.21%
,27,   9 673,1.53%,41.74%
,28,   9 291,1.47%,43.21%
,29,   9 359,1.48%,44.70%
,30,   9 720,1.54%,46.23%
,31,   9 498,1.50%,47.74%
,32,   9 325,1.48%,49.21%
,33,   9 321,1.48%,50.69%
,34,   8 755,1.39%,52.08%
,35,   9 258,1.47%,53.54%
,36,   9 035,1.43%,54.97%
,37,   8 424,1.33%,56.30%
,38,   8 542,1.35%,57.66%
,39,   9 125,1.44%,59.10%
,40,   9 531,1.51%,60.61%
,41,   8 946,1.42%,62.03%
,42,   9 342,1.48%,63.50%
,43,   9 234,1.46%,64.97%
,44,   8 829,1.40%,66.36%
,45,   8 619,1.36%,67.73%
,46,   8 349,1.32%,69.05%
,47,   8 012,1.27%,70.32%
,48,   7 565,1.20%,71.51%
,49,   7 751,1.23%,72.74%
,50,   7 938,1.26%,74.00%
,51,   7 520,1.19%,75.19%
,52,   7 175,1.14%,76.32%
,53,   6 584,1.04%,77.37%
,54,   6 410,1.01%,78.38%
,55,   6 417,1.02%,79.40%
,56,   6 143,0.97%,80.37%
,57,   6 141,0.97%,81.34%
,58,   6 111,0.97%,82.31%
,59,   6 173,0.98%,83.28%
,60,   6 004,0.95%,84.24%
,61,   5 624,0.89%,85.13%
,62,   5 797,0.92%,86.04%
,63,   5 399,0.85%,86.90%
,64,   5 312,0.84%,87.74%
,65,   5 429,0.86%,88.60%
,66,   5 013,0.79%,89.39%
,67,   4 870,0.77%,90.16%
,68,   4 643,0.73%,90.90%
,69,   4 745,0.75%,91.65%
,70,   4 546,0.72%,92.37%
,71,   4 247,0.67%,93.04%
,72,   4 258,0.67%,93.71%
,73,   3 823,0.61%,94.32%
,74,   3 732,0.59%,94.91%
,75,   3 528,0.56%,95.47%
,76,   3 263,0.52%,95.98%
,77,   2 915,0.46%,96.45%
,78,   2 699,0.43%,96.87%
,79,   2 485,0.39%,97.27%
,80,   2 215,0.35%,97.62%
,81,   2 006,0.32%,97.93%
,82,   1 981,0.31%,98.25%
,83,   1 652,0.26%,98.51%
,84,   1 374,0.22%,98.73%
,85,   1 324,0.21%,98.94%
,86,   1 223,0.19%,99.13%
,87,    977,0.15%,99.28%
,88,    881,0.14%,99.42%
,89,    772,0.12%,99.55%
,90,    662,0.10%,99.65%
,91,    505,0.08%,99.73%
,92,    455,0.07%,99.80%
,93,    331,0.05%,99.86%
,94,    244,0.04%,99.89%
,95,    216,0.03%,99.93%
,96,    126,0.02%,99.95%
,97,    127,0.02%,99.97%
,98,    71,0.01%,99.98%
,99,    59,0.01%,99.99%
,100,    22,0.00%,99.99%
,101,    14,0.00%,99.99%
,102,    13,0.00%,100.00%
,103,    5,0.00%,100.00%
,104,    5,0.00%,100.00%
,105,    3,0.00%,100.00%
,107,    4,0.00%,100.00%
,108,    1,0.00%,100.00%
,109,    1,0.00%,100.00%
,110,    2,0.00%,100.00%
,Total,   631 774,100.00%,100.00%
,,,,
,AREA # 06665,Ramallo,,
,,,,
,Edad,Casos,%,Acumulado %
,0,    493,1.24%,1.24%
,1,    509,1.28%,2.53%
,2,    520,1.31%,3.84%
,3,    640,1.61%,5.45%
,4,    651,1.64%,7.09%
,5,    638,1.61%,8.70%
,6,    678,1.71%,10.41%
,7,    688,1.74%,12.15%
,8,    646,1.63%,13.78%
,9,    666,1.68%,15.46%
,10,    643,1.62%,17.08%
,11,    710,1.79%,18.87%
,12,    676,1.71%,20.58%
,13,    703,1.77%,22.35%
,14,    679,1.71%,24.06%
,15,    720,1.82%,25.88%
,16,    659,1.66%,27.54%
,17,    679,1.71%,29.25%
,18,    648,1.63%,30.89%
,19,    582,1.47%,32.35%
,20,    568,1.43%,33.79%
,21,    570,1.44%,35.22%
,22,    579,1.46%,36.69%
,23,    577,1.46%,38.14%
,24,    582,1.47%,39.61%
,25,    594,1.50%,41.11%
,26,    650,1.64%,42.75%
,27,    588,1.48%,44.23%
,28,    579,1.46%,45.69%
,29,    583,1.47%,47.16%
,30,    614,1.55%,48.71%
,31,    600,1.51%,50.22%
,32,    595,1.50%,51.72%
,33,    543,1.37%,53.09%
,34,    516,1.30%,54.39%
,35,    572,1.44%,55.84%
,36,    566,1.43%,57.26%
,37,    563,1.42%,58.68%
,38,    557,1.40%,60.09%
,39,    584,1.47%,61.56%
,40,    573,1.45%,63.01%
,41,    557,1.40%,64.41%
,42,    591,1.49%,65.90%
,43,    539,1.36%,67.26%
,44,    547,1.38%,68.64%
,45,    517,1.30%,69.95%
,46,    514,1.30%,71.24%
,47,    509,1.28%,72.53%
,48,    470,1.19%,73.71%
,49,    459,1.16%,74.87%
,50,    446,1.12%,75.99%
,51,    412,1.04%,77.03%
,52,    393,0.99%,78.02%
,53,    378,0.95%,78.98%
,54,    408,1.03%,80.01%
,55,    346,0.87%,80.88%
,56,    370,0.93%,81.81%
,57,    357,0.90%,82.71%
,58,    377,0.95%,83.66%
,59,    349,0.88%,84.54%
,60,    357,0.90%,85.44%
,61,    284,0.72%,86.16%
,62,    316,0.80%,86.96%
,63,    307,0.77%,87.73%
,64,    314,0.79%,88.52%
,65,    291,0.73%,89.26%
,66,    294,0.74%,90.00%
,67,    282,0.71%,90.71%
,68,    269,0.68%,91.39%
,69,    302,0.76%,92.15%
,70,    257,0.65%,92.80%
,71,    280,0.71%,93.51%
,72,    212,0.53%,94.04%
,73,    215,0.54%,94.58%
,74,    192,0.48%,95.07%
,75,    215,0.54%,95.61%
,76,    212,0.53%,96.14%
,77,    183,0.46%,96.61%
,78,    165,0.42%,97.02%
,79,    157,0.40%,97.42%
,80,    110,0.28%,97.69%
,81,    119,0.30%,97.99%
,82,    120,0.30%,98.30%
,83,    86,0.22%,98.51%
,84,    99,0.25%,98.76%
,85,    82,0.21%,98.97%
,86,    75,0.19%,99.16%
,87,    78,0.20%,99.36%
,88,    48,0.12%,99.48%
,89,    59,0.15%,99.63%
,90,    33,0.08%,99.71%
,91,    32,0.08%,99.79%
,92,    29,0.07%,99.86%
,93,    20,0.05%,99.91%
,94,    8,0.02%,99.93%
,95,    5,0.01%,99.95%
,96,    8,0.02%,99.97%
,97,    4,0.01%,99.98%
,98,    6,0.02%,99.99%
,100,    1,0.00%,99.99%
,102,    1,0.00%,100.00%
,110,    1,0.00%,100.00%
,Total,   39 648,100.00%,100.00%
,,,,
,AREA # 06672,Rauch,,
,,,,
,Edad,Casos,%,Acumulado %
,0,    183,1.11%,1.11%
,1,    166,1.01%,2.12%
,2,    179,1.09%,3.20%
,3,    194,1.18%,4.38%
,4,    230,1.39%,5.77%
,5,    245,1.49%,7.26%
,6,    239,1.45%,8.71%
,7,    263,1.59%,10.30%
,8,    271,1.64%,11.95%
,9,    258,1.56%,13.51%
,10,    231,1.40%,14.91%
,11,    239,1.45%,16.36%
,12,    260,1.58%,17.94%
,13,    269,1.63%,19.57%
,14,    232,1.41%,20.98%
,15,    282,1.71%,22.69%
,16,    233,1.41%,24.10%
,17,    293,1.78%,25.87%
,18,    210,1.27%,27.15%
,19,    248,1.50%,28.65%
,20,    224,1.36%,30.01%
,21,    201,1.22%,31.23%
,22,    226,1.37%,32.60%
,23,    221,1.34%,33.94%
,24,    186,1.13%,35.07%
,25,    198,1.20%,36.27%
,26,    223,1.35%,37.62%
,27,    217,1.32%,38.94%
,28,    217,1.32%,40.25%
,29,    239,1.45%,41.70%
,30,    224,1.36%,43.06%
,31,    248,1.50%,44.56%
,32,    208,1.26%,45.82%
,33,    212,1.29%,47.11%
,34,    194,1.18%,48.29%
,35,    231,1.40%,49.69%
,36,    208,1.26%,50.95%
,37,    199,1.21%,52.16%
,38,    213,1.29%,53.45%
,39,    219,1.33%,54.78%
,40,    243,1.47%,56.25%
,41,    222,1.35%,57.60%
,42,    238,1.44%,59.04%
,43,    236,1.43%,60.47%
,44,    213,1.29%,61.76%
,45,    196,1.19%,62.95%
,46,    223,1.35%,64.30%
,47,    250,1.52%,65.82%
,48,    221,1.34%,67.16%
,49,    205,1.24%,68.40%
,50,    210,1.27%,69.67%
,51,    177,1.07%,70.75%
,52,    188,1.14%,71.89%
,53,    163,0.99%,72.88%
,54,    172,1.04%,73.92%
,55,    162,0.98%,74.90%
,56,    152,0.92%,75.82%
,57,    189,1.15%,76.97%
,58,    174,1.06%,78.02%
,59,    143,0.87%,78.89%
,60,    158,0.96%,79.85%
,61,    187,1.13%,80.98%
,62,    150,0.91%,81.89%
,63,    155,0.94%,82.83%
,64,    138,0.84%,83.67%
,65,    168,1.02%,84.69%
,66,    144,0.87%,85.56%
,67,    145,0.88%,86.44%
,68,    160,0.97%,87.41%
,69,    122,0.74%,88.15%
,70,    146,0.89%,89.04%
,71,    137,0.83%,89.87%
,72,    135,0.82%,90.69%
,73,    120,0.73%,91.41%
,74,    139,0.84%,92.26%
,75,    102,0.62%,92.87%
,76,    133,0.81%,93.68%
,77,    122,0.74%,94.42%
,78,    106,0.64%,95.06%
,79,    103,0.62%,95.69%
,80,    96,0.58%,96.27%
,81,    78,0.47%,96.74%
,82,    83,0.50%,97.25%
,83,    71,0.43%,97.68%
,84,    57,0.35%,98.02%
,85,    68,0.41%,98.44%
,86,    32,0.19%,98.63%
,87,    41,0.25%,98.88%
,88,    45,0.27%,99.15%
,89,    30,0.18%,99.33%
,90,    19,0.12%,99.45%
,91,    26,0.16%,99.61%
,92,    17,0.10%,99.71%
,93,    14,0.08%,99.79%
,94,    5,0.03%,99.82%
,95,    9,0.05%,99.88%
,96,    10,0.06%,99.94%
,97,    1,0.01%,99.95%
,98,    1,0.01%,99.95%
,99,    4,0.02%,99.98%
,100,    2,0.01%,99.99%
,102,    1,0.01%,99.99%
,107,    1,0.01%,100.00%
,Total,   16 491,100.00%,100.00%
,,,,
,AREA # 06679,Rivadavia,,
,,,,
,Edad,Casos,%,Acumulado %
,0,    241,1.22%,1.22%
,1,    290,1.47%,2.69%
,2,    261,1.32%,4.01%
,3,    295,1.49%,5.51%
,4,    320,1.62%,7.13%
,5,    327,1.66%,8.79%
,6,    333,1.69%,10.47%
,7,    347,1.76%,12.23%
,8,    325,1.65%,13.88%
,9,    310,1.57%,15.45%
,10,    315,1.60%,17.05%
,11,    370,1.87%,18.92%
,12,    317,1.61%,20.53%
,13,    305,1.55%,22.07%
,14,    330,1.67%,23.74%
,15,    332,1.68%,25.43%
,16,    314,1.59%,27.02%
,17,    321,1.63%,28.64%
,18,    271,1.37%,30.02%
,19,    255,1.29%,31.31%
,20,    281,1.42%,32.73%
,21,    266,1.35%,34.08%
,22,    271,1.37%,35.45%
,23,    271,1.37%,36.83%
,24,    292,1.48%,38.31%
,25,    262,1.33%,39.64%
,26,    263,1.33%,40.97%
,27,    316,1.60%,42.57%
,28,    289,1.46%,44.03%
,29,    294,1.49%,45.52%
,30,    281,1.42%,46.95%
,31,    290,1.47%,48.42%
,32,    303,1.54%,49.95%
,33,    272,1.38%,51.33%
,34,    271,1.37%,52.70%
,35,    276,1.40%,54.10%
,36,    273,1.38%,55.49%
,37,    317,1.61%,57.09%
,38,    230,1.17%,58.26%
,39,    263,1.33%,59.59%
,40,    274,1.39%,60.98%
,41,    250,1.27%,62.24%
,42,    263,1.33%,63.58%
,43,    265,1.34%,64.92%
,44,    226,1.15%,66.07%
,45,    240,1.22%,67.28%
,46,    249,1.26%,68.54%
,47,    246,1.25%,69.79%
,48,    175,0.89%,70.68%
,49,    239,1.21%,71.89%
,50,    232,1.18%,73.06%
,51,    213,1.08%,74.14%
,52,    212,1.07%,75.22%
,53,    200,1.01%,76.23%
,54,    223,1.13%,77.36%
,55,    211,1.07%,78.43%
,56,    218,1.10%,79.53%
,57,    205,1.04%,80.57%
,58,    213,1.08%,81.65%
,59,    188,0.95%,82.60%
,60,    214,1.08%,83.69%
,61,    193,0.98%,84.67%
,62,    196,0.99%,85.66%
,63,    198,1.00%,86.66%
,64,    170,0.86%,87.52%
,65,    201,1.02%,88.54%
,66,    151,0.77%,89.31%
,67,    169,0.86%,90.16%
,68,    163,0.83%,90.99%
,69,    127,0.64%,91.63%
,70,    135,0.68%,92.32%
,71,    135,0.68%,93.00%
,72,    123,0.62%,93.63%
,73,    121,0.61%,94.24%
,74,    96,0.49%,94.73%
